"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1870","User login with wrong email or password [  / password]","tests.auth","Sat Oct 25 13:33:16 GMT 2025","passed","Sat Oct 25 13:33:18 GMT 2025","TestLogin","test_login","",""
"","2969","Create course","tests.courses","Sat Oct 25 13:33:46 GMT 2025","passed","Sat Oct 25 13:33:49 GMT 2025","TestCourses","test_courses","",""
"","2174","User login with valid credentials","tests.auth","Sat Oct 25 13:33:39 GMT 2025","passed","Sat Oct 25 13:33:41 GMT 2025","TestLogin","test_login","",""
"","2318","Dashboard displaying","tests.dashboard","Sat Oct 25 13:33:33 GMT 2025","passed","Sat Oct 25 13:33:35 GMT 2025","TestDashboard","test_dashboard","",""
"","1618","Navigate from login page to registration page","tests.auth","Sat Oct 25 13:33:25 GMT 2025","passed","Sat Oct 25 13:33:26 GMT 2025","TestLogin","test_login","",""
"","2370","User login with valid credentials","tests.auth","Sat Oct 25 13:33:21 GMT 2025","passed","Sat Oct 25 13:33:24 GMT 2025","TestLogin","test_login","",""
"","1606","Empty course list displaying","tests.courses","Sat Oct 25 13:33:43 GMT 2025","passed","Sat Oct 25 13:33:45 GMT 2025","TestCourses","test_courses","",""
"","1940","User login with wrong email or password [user.name@gmail.com / password]","tests.auth","Sat Oct 25 13:33:16 GMT 2025","passed","Sat Oct 25 13:33:18 GMT 2025","TestLogin","test_login","",""
"","1760","User login with wrong email or password [  / password]","tests.auth","Sat Oct 25 13:33:37 GMT 2025","passed","Sat Oct 25 13:33:39 GMT 2025","TestLogin","test_login","",""
"","1994","User login with wrong email or password [user.name@gmail.com / password]","tests.auth","Sat Oct 25 13:33:31 GMT 2025","passed","Sat Oct 25 13:33:33 GMT 2025","TestLogin","test_login","",""
"","1773","Empty course list displaying","tests.courses","Sat Oct 25 13:33:24 GMT 2025","passed","Sat Oct 25 13:33:25 GMT 2025","TestCourses","test_courses","",""
"","4570","Create course","tests.courses","Sat Oct 25 13:33:26 GMT 2025","passed","Sat Oct 25 13:33:31 GMT 2025","TestCourses","test_courses","",""
"","1767","Dashboard displaying","tests.dashboard","Sat Oct 25 13:33:45 GMT 2025","passed","Sat Oct 25 13:33:47 GMT 2025","TestDashboard","test_dashboard","",""
"","2014","Successfull registration","tests.auth","Sat Oct 25 13:33:27 GMT 2025","passed","Sat Oct 25 13:33:29 GMT 2025","TestRegistration","test_registration","",""
"","1181","Navigate from login page to registration page","tests.auth","Sat Oct 25 13:33:39 GMT 2025","passed","Sat Oct 25 13:33:40 GMT 2025","TestLogin","test_login","",""
"","1626","User login with wrong email or password [user.name@gmail.com /  ]","tests.auth","Sat Oct 25 13:33:19 GMT 2025","passed","Sat Oct 25 13:33:21 GMT 2025","TestLogin","test_login","",""
"","1736","User login with wrong email or password [user.name@gmail.com /  ]","tests.auth","Sat Oct 25 13:33:34 GMT 2025","passed","Sat Oct 25 13:33:36 GMT 2025","TestLogin","test_login","",""
"","2069","Successfull registration","tests.auth","Sat Oct 25 13:33:42 GMT 2025","passed","Sat Oct 25 13:33:44 GMT 2025","TestRegistration","test_registration","",""
